OBJECTID,ADDRESSTBL,BIN,ST_NUMBER,STREET,TYPE,NAME,DESCRIP,MAX_HEIGHT,COMMENT,STATUS,CONDITION
34469,Y,138477367,321,MONTE VISTA AVE, , , , , , , 
34470,Y,138507369,1195+,5TH ST SW, , , , , , , 
34471,Y,138487370,324,MONTE VISTA AVE, , , , , , , 
34472,Y,138497371,332,CAMELLIA DR, , , , , , , 
34473,Y,138527372,310,CAMELLIA DR, , , , , , , 
34474,Y,138517373,310+,AZALEA DR, , , , , , , 
34475,Y,138457375,1187+,5TH ST SW, , , , , , , 
34476,Y,138547377,309,CAMELLIA DR, , , , , , , 
34477,Y,138557378,327,CAMELLIA DR, , , , , , , 
34478,Y,138567379,330,CAMELLIA DR, , , , , , , 
34479,Y,138577381,312+,AZALEA DR, , , , , , , 
34480,Y,138597382,312,CAMELLIA DR, , , , , , , 
34481,Y,138617383,315,CAMELLIA DR, , , , , , , 
34482,Y,138627386,328,CAMELLIA DR, , , , , , , 
34483,Y,138607387,325,CAMELLIA DR, , , , , , , 
34484,Y,138637388,314,CAMELLIA DR, , , , , , , 
34485,Y,138647389,326,CAMELLIA DR, , , , , , , 
34486,Y,138657391,316,CAMELLIA DR, , , , , , , 
34487,Y,138687392,324,CAMELLIA DR, , , , , , , 
34488,Y,138697393,318+,CAMELLIA DR, , , , , , , 
34489,Y,138707394,322,CAMELLIA DR, , , , , , , 
34490,Y,138717395,320,CAMELLIA DR, , , , , , , 
34491,Y,133896873,102+,LONGWOOD DR, , , , , , , 
34492,Y,1327320007,1013+,LINDEN AVE, , , , , , , 
34493,Y,1327319789,1013+,LINDEN AVE, , , , , , , 
34494,Y,1327319788,1013+,LINDEN AVE, , , , , , , 
34495,Y,138097317,231,AZALEA DR, , , , , , , 
34496,Y,1341520411,1003,ROUGEMONT AVE, , , , , , , 
34497,Y,135046955,1305,MOUNTAIN VIEW ST, , , , , , , 
34498,Y,127185988,430,MOSELEY DR, , , , , , , 
34499,Y,1324019693,110,HARRIS RD, , , , , , , 
34500,Y,1318719694,105,HARRIS RD, , , , , , , 
34501,Y,1293119737,932,RAYMOND RD, , , , , , , 
34502,Y,1467419738,938,RAYMOND RD, , , , , , , 
34503,Y,1501619739,947,RAYMOND RD, , , , , , , 
34504,Y,1501519740,945,RAYMOND RD, , , , , , , 
34505,Y,1466719741,943,RAYMOND RD, , , , , , , 
34506,Y,1466619742,941,RAYMOND RD, , , , , , , 
34507,Y,1309319769,209,PALATINE AVE, , , , , , , 
34508,Y,1470017404,308,HARRIS RD, , , , , , , 
34509,Y,1317617405,500+,MOSELEY DR, , , , , , , 
34510,Y,1320917406,502+,MOSELEY DR, , , , , , , 
34511,Y,1324917407,504+,MOSELEY DR, , , , , , , 
34512,Y,1466317415,935,RAYMOND RD, , , , , , , 
34513,Y,1387717416,931,RAYMOND RD, , , , , , , 
34514,Y,1467617417,934,RAYMOND RD, , , , , , , 
34515,Y,1467517418,936,RAYMOND RD, , , , , , , 
34516,Y,1467317419,940,RAYMOND RD, , , , , , , 
34517,Y,1467217420,942,RAYMOND RD, , , , , , , 
34518,Y,1467117421,944,RAYMOND RD, , , , , , , 
34519,Y,1467017422,946,RAYMOND RD, , , , , , , 
34520,Y,1466917423,948,RAYMOND RD, , , , , , , 
34521,Y,1466817424,949,RAYMOND RD, , , , , , , 
34522,Y,1475117453,554+,CLEVELAND AVE, , , , , , , 
34523,Y,1465919524,174,BROOKWOOD DR, , , , , , , 
34524,Y,1465819529,176,BROOKWOOD DR, , , , , , , 
34525,Y,1465619526,180,BROOKWOOD DR, , , , , , , 
34526,Y,1465719525,178,BROOKWOOD DR, , , , , , , 
34527,Y,1465419528,184,BROOKWOOD DR, , , , , , , 
34528,Y,1465519530,182,BROOKWOOD DR, , , , , , , 
34529,Y,1450317155,1012-B,DRUID AVE, , , , , , , 
34530,Y,1450417156,1012-C,DRUID AVE, , , , , , , 
34531,Y,1450517157,1012-D,DRUID AVE, , , , , , , 
34532,Y,1294217158,1012-E,DRUID AVE, , , , , , , 
34533,Y,1450217187,1012-A,DRUID AVE, , ,per ADEPT, , , , 
34534,Y,127085979,1104,ALTAVISTA AVE, , , , , , , 
34535,Y,138895980,927,RAYMOND RD, , , , , , , 
34536,Y,126745981,1013,DRUID AVE, , , , , , , 
34537,Y,126755982,811,ROCKLAND AVE, , , , , , , 
34538,Y,126515986,2600,WILLARD DR, , , , , , , 
34539,Y,127285987,802,ROCKLAND AVE, , , , , , , 
34540,Y,127355990,1602+,MONTICELLO RD, , , , , , , 
34541,Y,127485993,1455+,AVON ST, , , , , , , 
34542,Y,127375995,1600-37,6TH ST SE, , , , , , , 
34543,Y,127225997,904,STONEHENGE AVE, , , , , , , 
34544,Y,127255998,1004,DRUID AVE, , , , , , , 
34545,Y,127426000,108,PARK LN W, , , , , , , 
34546,Y,127166001,2552,WOODLAND DR, , , , , , , 
34547,Y,127376004,1600-1,6TH ST SE, , , , , , , 
34548,Y,127236007,1603,6TH ST SE, , , , , , , 
34549,Y,127476008,924,RAYMOND RD, , , , , , , 
34550,Y,127366009,407,ALLEN DR, , , , , , , 
34551,Y,127306011,1106,ALTAVISTA AVE, , , , , , , 
34552,Y,126336013,113,MONTE VISTA AVE, , , , , , , 
34553,Y,126936015,1015,DRUID AVE, , , , , , , 
34554,Y,127146017,713+,PALATINE AVE, , , , , , , 
34555,Y,127346019,2637,JEFFERSON PARK CIR, , , , , , , 
34556,Y,127436020,432,MOSELEY DR, , , , , , , 
34557,Y,127246021,104,MONTE VISTA AVE, , , , , , , 
34558,Y,127536022,906,STONEHENGE AVE, , , , , , , 
34559,Y,127156023,1017,DRUID AVE, , , , , , , 
34560,Y,126886024,2633,JEFFERSON PARK CIR, , , , , , , 
34561,Y,127376026,1600-36,6TH ST SE, , , , , , , 
34562,Y,127376029,1600-35,6TH ST SE, , , , , , , 
34563,Y,127376032,1600-2,6TH ST SE, , , , , , , 
34564,Y,127566034,2555,WOODLAND DR, , , , , , , 
34565,Y,127216035,435,MOSELEY DR, , , , , , , 
34566,Y,127616036,106,PARK LN W, , ,per ADEPT, , , , 
34567,Y,127376038,1600-34,6TH ST SE, , , , , , , 
34568,Y,138886041,929,RAYMOND RD, , , , , , , 
34569,Y,127276043,120,OLD LYNCHBURG RD, , , , , , , 
34570,Y,127126045,2513,NAYLOR ST, , , , , , , 
34571,Y,127416046,901,NASSAU ST, , , , , , , 
34572,Y,127606049,2531,WILLARD DR, , , , , , , 
34573,Y,126766050,2604,WILLARD DR, , , , , , , 
34574,Y,127776051,908,STONEHENGE AVE, , , , , , , 
34575,Y,127766052,1600,RIALTO ST, , , , , , , 
34576,Y,127376053,1600-33,6TH ST SE, , , , , , , 
34577,Y,127576054,2621,JEFFERSON PARK AVE, , , , , , , 
34578,Y,127726055,806,ROCKLAND AVE, , , , , , , 
34579,Y,127686056,1110,ALTAVISTA AVE, , , , , , , 
34580,Y,128496057,941+,RIVES ST, , , , , , , 
34581,Y,127666058,1008,DRUID AVE, , , , , , , 
34582,Y,127376059,1600-3,6TH ST SE, , , , , , , 
34583,Y,127376061,1600-4,6TH ST SE, , , , , , , 
34584,Y,127406062,817,ROCKLAND AVE, , , , , , , 
34585,Y,127586063,2554,WOODLAND DR, , , , , , , 
34586,Y,127386064,1019,DRUID AVE, , , , , , , 
34587,Y,127626065,1605,6TH ST SE, , , , , , , 
34588,Y,127846067,1606,MONTICELLO RD, , , , , , , 
34589,Y,128006068,1459+,AVON ST, , , , , , , 
34590,Y,127716069,412,ALLEN DR, , , , , , , 
34591,Y,127296070,405,ALLEN DR, , , , , , , 
34592,Y,127646071,106+,MONTE VISTA AVE, , , , , , , 
34593,Y,127596072,819,ROCKLAND AVE, , , , , , , 
34594,Y,127936074,926,RAYMOND RD, , , , , , , 
34595,Y,127706075,2649,JEFFERSON PARK CIR, , , , , , , 
34596,Y,139666079,2506+,NAYLOR ST, , , , , , , 
34597,Y,127806080,2700,JEFFERSON PARK AVE, , , , , , , 
34598,Y,127866081,1010,DRUID AVE, , , , , , , 
34599,Y,127826082,2639,JEFFERSON PARK CIR, , ,per ADEPT, , , , 
34600,Y,127756083,115,MONTE VISTA AVE, , , , , , , 
34601,Y,127906084,1112+,ALTAVISTA AVE, , , , , , , 
34602,Y,127376087,1600-5,6TH ST SE, , , , , , , 
34603,Y,127956091,910+,STONEHENGE AVE, , , , , , , 
34604,Y,127266094,403,ALLEN DR, , , , , , , 
34605,Y,127026095,2608,WILLARD DR, , , , , , , 
34606,Y,128116096,1506,RIALTO ST, , , , , , , 
34607,Y,127946097,108,MONTE VISTA AVE, , , , , , , 
34608,Y,127876098,2515,NAYLOR ST, , , , , , , 
34609,Y,128066099,127+,LODGE CREEK CIR, , , , , , , 
34610,Y,128126100,131+,LODGE CREEK CIR, , , , , , , 
34611,Y,127376101,1600-6,6TH ST SE, , , , , , , 
34612,Y,127376102,1600-12,6TH ST SE, , , , , , , 
34613,Y,127966103,1408,MERIDIAN ST, , , , , , , 
34614,Y,127746104,1607,MONTICELLO RD, , , , , , , 
34615,Y,128136106,810,ROCKLAND AVE, , , , , , , 
34616,Y,127986107,508+,CLEVELAND AVE, , , , , , , 
34617,Y,128076108,1114,ALTAVISTA AVE, , , , , , , 
34618,Y,128226110,437,MOSELEY DR, , , , , , , 
34619,Y,127676114,104,MARION CT, , , , , , , 
34620,Y,128016115,2623+,JEFFERSON PARK AVE, , , , , , , 
34621,Y,127376117,1600-7,6TH ST SE, , , , , , , 
34622,Y,127376118,1600-13,6TH ST SE, , , , , , , 
34623,Y,128266119,1608,MONTICELLO RD, , , , , , , 
34624,Y,128236120,2704,JEFFERSON PARK AVE, , , , , , , 
34625,Y,128106121,510+,CLEVELAND AVE, , , , , , , 
34626,Y,128196122,1014,DRUID AVE, , , , , , , 
34627,Y,128146123,410,ALLEN DR, , , , , , , 
34628,Y,127376124,1600-8,6TH ST SE, , , , , , , 
34629,Y,128246126,512,CLEVELAND AVE, , , , , , , 
34630,Y,128046127,117,MONTE VISTA AVE, , , , , , , 
34631,Y,128286129,2601,WILLARD DR, , , , , , , 
34632,Y,127796131,2610,WILLARD DR, , , , , , , 
34634,Y,128356135,1463+,AVON ST, , , , , , , 
34635,Y,139676136,2510+,NAYLOR ST, , , , , , , 
34636,Y,127376139,1600-14,6TH ST SE, , , , , , , 
34637,Y,128256141,110,MONTE VISTA AVE, , , , , , , 
34638,Y,128416142,514+,CLEVELAND AVE, , , , , , , 
34639,Y,128316145,2645,JEFFERSON PARK CIR, , , , , , , 
34640,Y,127976148,2705,ETON RD, , , , , , , 
34641,Y,127376149,1600-9,6TH ST SE, , , , , , , 
34642,Y,127376150,1600-15,6TH ST SE, , , , , , , 
34643,Y,128636151,1500,GREEN ST, , , , , , , 
34644,Y,128456152,544+,CLEVELAND AVE, , , , , , , 
34645,Y,141286153,1016,DRUID AVE, , , , , , , 
34646,Y,128446154,440,MOSELEY DR, , , , , , , 
34647,Y,128546155,1118,ALTAVISTA AVE, , , , , , , 
34648,Y,128306157,2517,NAYLOR ST, , , , , , , 
34649,Y,128976158,123+,LODGE CREEK CIR, , , , , , , 
34650,Y,128876159,1103+,DRUID AVE, , , , , , , 
34651,Y,128796160,1410,MERIDIAN ST, , , , , , , 
34652,Y,127376161,1600-10,6TH ST SE, , , , , , , 
34653,Y,128276162,2700,MCELROY DR, , , , , , , 
34654,Y,127376163,1600-16,6TH ST SE, , , , , , , 
34655,Y,128556165,408,ALLEN DR, , , , , , , 
34656,Y,127736166,928,RIVES ST, , , , , , , 
34657,Y,128626167,2702,ETON RD, , , , , , , 
34658,Y,128506169,2706,JEFFERSON PARK AVE, , , , , , , 
34659,Y,127636170,119,MONTE VISTA AVE, , , , , , , 
34660,Y,128576174,112,MONTE VISTA AVE, , , , , , , 
34661,Y,128686176,714,PALATINE AVE, , , , , , , 
34662,Y,127376177,1600-17,6TH ST SE, , , , , , , 
34663,Y,128656178,542+,CLEVELAND AVE, , , , , , , 
34664,Y,128776181,2603,WILLARD DR, , , , , , , 
34665,Y,128486182,1610,MONTICELLO RD, , , , , , , 
34666,Y,128926183,439,MOSELEY DR, , , , , , , 
34667,Y,128756184,520+,CLEVELAND AVE, , , , , , , 
34668,Y,128436187,102,MARION CT, , , , , , , 
34669,Y,139706188,2514+,NAYLOR ST, , , , , , , 
34670,Y,128786189,909,NASSAU ST, , ,per PETITION, , , , 
34671,Y,127376190,1600-18,6TH ST SE, , , , , , , 
34672,Y,128676191,2703,JEFFERSON PARK AVE, , , , , , , 
34673,Y,129046195,1200,ALTAVISTA AVE, , , , , , , 
34674,Y,128896196,402,ALLEN DR, , , , , , , 
34675,Y,128886197,522+,CLEVELAND AVE, , , , , , , 
34676,Y,128426198,905,ROCKLAND AVE, , , , , , , 
34677,Y,128836199,2708,JEFFERSON PARK AVE, , , , , , , 
34678,Y,129056202,1502,GREEN ST, , , , , , , 
34679,Y,128946204,114+,MONTE VISTA AVE, , , , , , , 
34680,Y,127376206,1600-19,6TH ST SE, , , , , , , 
34681,Y,128766207,2707,ETON RD, , , , , , , 
34682,Y,129096208,716,PALATINE AVE, , , , , , , 
34683,Y,127376209,1600-23,6TH ST SE, , , , , , , 
34684,Y,128216212,126+,OLD LYNCHBURG RD, , , , , , , 
34685,Y,128816214,1503,GREEN ST, , , , , , , 
34686,Y,129076215,524+,CLEVELAND AVE, , , , , , , 
34687,Y,129126216,442,MOSELEY DR, , , , , , , 
34688,Y,129086218,2704,ETON RD, , , , , , , 
34689,Y,129146220,911+,ROCKLAND AVE, , , , , , , 
34690,Y,129266221,201,OLD LYNCHBURG RD, , , , , , , 
34691,Y,129326222,532,CLEVELAND AVE, , , , , , , 
34692,Y,129156223,2605,WILLARD DR, , , , , , , 
34693,Y,127376225,1600-20,6TH ST SE, , , , , , , 
34694,Y,127376226,1600-24,6TH ST SE, , , , , , , 
34695,Y,129226229,534,CLEVELAND AVE, , , , , , , 
34696,Y,129376230,932,RIVES ST, , , , , , , 
34697,Y,128906231,909,ROCKLAND AVE, , , , , , , 
34698,Y,128646232,102+,MANILA ST, , , , , , , 
34699,Y,129386233,101,PORTER AVE, , , , , , , 
34700,Y,129556235,119+,LODGE CREEK CIR, , , , , , , 
34701,Y,128826238,2519,NAYLOR ST, , , , , , , 
34702,Y,129926239,957+,RIVES ST, , , , , , , 
34703,Y,129176241,2710,JEFFERSON PARK AVE, , , , , , , 
34704,Y,129166243,1505,GREEN ST, , , , , , , 
34706,Y,129436248,1504+,GREEN ST, , , , , , , 
34707,Y,129186249,2612,WILLARD DR, , , , , , , 
34708,Y,129536250,441,MOSELEY DR, , , , , , , 
34709,Y,127376252,1600-21,6TH ST SE, , , , , , , 
34710,Y,139696253,2518+,NAYLOR ST, , , , , , , 
34711,Y,140246255,530+,CLEVELAND AVE, , , , , , , 
34713,Y,129296258,118,MONTE VISTA AVE, , , , , , , 
34714,Y,127376259,1600-26,6TH ST SE, , , , , , , 
34715,Y,127376260,1600-22,6TH ST SE, , , , , , , 
34716,Y,129256261,2709+,ETON RD, , , , , , , 
34717,Y,129496264,900,ROCKLAND AVE, , , , , , , 
34718,Y,129636265,1700,MONTICELLO RD, , , , , , , 
34719,Y,129286268,1701,MONTICELLO RD, , , , , , , 
34720,Y,129396269,913+,ROCKLAND AVE, , , , , , , 
34721,Y,129446270,2607,WILLARD DR, , , , , , , 
34722,Y,129696272,201,MONTE VISTA AVE, , , , , , , 
34723,Y,129066274,104+,MANILA ST, , , , , , , 
34724,Y,127376275,1600-27,6TH ST SE, , , , , , , 
34725,Y,129646277,100,MARION CT, , , , , , , 
34726,Y,128876278,1105+,DRUID AVE, , , , , , , 
34727,Y,129526280,2712,JEFFERSON PARK AVE, , , , , , , 
34728,Y,129506282,2706,ETON RD, , , , , , , 
34729,Y,129476284,1507,GREEN ST, , , , , , , 
34730,Y,129746287,444,MOSELEY DR, , , , , , , 
34731,Y,127376290,1600-28,6TH ST SE, , , , , , , 
34732,Y,129766293,936,RIVES ST, , , , , , , 
34733,Y,128176294,113+,WELK PL, , , , , , , 
34734,Y,128986296,1602+,MONTICELLO AVE, , , , , , , 
34735,Y,128526297,115+,WELK PL, , , , , , , 
34736,Y,129566298,913,NASSAU ST, , , , , , , 
34737,Y,129246301,213,HARRIS RD, , , , , , , 
34738,Y,129346302,2705,JEFFERSON PARK AVE, , , , , , , 
34739,Y,129976303,115+,LODGE CREEK CIR, , , , , , , 
34740,Y,127376305,1600-29,6TH ST SE, , , , , , , 
34741,Y,129836307,203,OLD LYNCHBURG RD, , , , , , , 
34742,Y,129596308,2711+,ETON RD, , , , , , , 
34743,Y,129336310,2701+,MCELROY DR, , , , , , , 
34744,Y,129856311,2520+,NAYLOR ST, , , , , , , 
34745,Y,129576312,915,ROCKLAND AVE, , , , , , , 
34746,Y,129846314,2704,MCELROY DR, , , , , , , 
34747,Y,129996316,443,MOSELEY DR, , , , , , , 
34748,Y,127376318,1600-30,6TH ST SE, , , , , , , 
34749,Y,129816319,2616,WILLARD DR, , , , , , , 
34750,Y,129656321,207,HARRIS RD, , , , , , , 
34751,Y,129736322,917,ROCKLAND AVE, , , , , , , 
34752,Y,129666323,2707+,JEFFERSON PARK AVE, , , , , , , 
34753,Y,129776324,2714,JEFFERSON PARK AVE, , , , , , , 
34754,Y,130006326,906,ROCKLAND AVE, , , , , , , 
34755,Y,129946329,2611,WILLARD DR, , , , , , , 
34756,Y,127376330,1600-31,6TH ST SE, , , , , , , 
34757,Y,129826332,205+,HARRIS RD, , , , , , , 
34758,Y,129966333,203,MONTE VISTA AVE, , , , , , , 
34759,Y,130026335,1508+,GREEN ST, , , , , , , 
34760,Y,129986336,2708,ETON RD, , , , , , , 
34761,Y,129586339,305,HARRIS RD, , , , , , , 
34762,Y,127376340,1600-32,6TH ST SE, , , , , , , 
34763,Y,130166342,200,MONTE VISTA AVE, , , , , , , 
34764,Y,129876344,111+,WELK PL, , , , , , , 
34765,Y,129366346,117+,WELK PL, , , , , , , 
34766,Y,130146347,908,ROCKLAND AVE, , , , , , , 
34767,Y,130256348,912,NASSAU ST, , , , , , , 
34768,Y,129866351,919,ROCKLAND AVE, , , , , , , 
34769,Y,127376353,1600-40,6TH ST SE, , , , , , , 
34770,Y,130036354,2716,JEFFERSON PARK AVE, , , , , , , 
34771,Y,130096356,1702,MONTICELLO RD, , , , , , , 
34772,Y,130346357,111+,LODGE CREEK CIR, , , , , , , 
34773,Y,129346358,2705-1/2,JEFFERSON PARK AVE, , , , , , , 
34774,Y,130086359,2710,ETON RD, , , , , , , 
34775,Y,130186361,2522+,NAYLOR ST, , , , , , , 
34776,Y,130206362,205,OLD LYNCHBURG RD, , , , , , , 
34777,Y,128986363,1608+,MONTICELLO AVE, , , , , , , 
34778,Y,130376365,1601,GREEN ST, , , , , , , 
34779,Y,130336366,2705,MCELROY DR, , , , , , , 
34780,Y,129796368,915,NASSAU ST, , , , , , , 
34781,Y,130316372,1516+,GREEN ST, , , , , , , 
34782,Y,129956374,1201,DRUID AVE, , , , , , , 
34783,Y,130306375,2618,WILLARD DR, , , , , , , 
34784,Y,130396377,2615,WILLARD DR, , , , , , , 
34785,Y,130116378,2715,JEFFERSON PARK AVE, , , , , , , 
34786,Y,130506379,2706,MCELROY DR, , , , , , , 
34787,Y,129936381,2709+,JEFFERSON PARK AVE, , , , , , , 
34788,Y,130546384,204+,MONTE VISTA AVE, , , , , , , 
34789,Y,130286385,207+,MONTE VISTA AVE, , , , , , , 
34790,Y,130226389,2712,ETON RD, , , , , , , 
34791,Y,130476390,914,NASSAU ST, , , , , , , 
34792,Y,130516395,973+,RIVES ST, , , , , , , 
34793,Y,130666396,109+,WELK PL, , , , , , , 
34794,Y,130436397,309,HARRIS RD, , , , , , , 
34795,Y,130796399,107+,LODGE CREEK CIR, , , , , , , 
34796,Y,130276400,1709,MONTICELLO RD, , , , , , , 
34797,Y,130586401,207,OLD LYNCHBURG RD, , , , , , , 
34798,Y,130266405,201,PALATINE AVE, , , , , , , 
34799,Y,130426406,401,HARRIS RD, , , , , , , 
34800,Y,130696408,119+,WELK PL, , , , , , , 
34801,Y,130526411,2720,JEFFERSON PARK AVE, , , , , , , 
34802,Y,130496412,914,ROCKLAND AVE, , , , , , , 
34803,Y,130806413,916,ROCKLAND AVE, , , , , , , 
34804,Y,130326414,942,RIVES ST, , , , , , , 
34805,Y,130706415,981,RIVES ST, , , , , , , 
34806,Y,130866417,2617+,WILLARD DR, , , , , , , 
34807,Y,130756420,121+,WELK PL, , , , , , , 
34808,Y,130766421,983,RIVES ST, , , , , , , 
34809,Y,130876426,105,AZALEA DR, , ,per ADEPT, , , , 
34810,Y,130926427,1600+,GREEN ST, , , , , , , 
34811,Y,130416428,203+,PALATINE AVE, , , , , , , 
34812,Y,130966431,918,ROCKLAND AVE, , , , , , , 
34813,Y,130636432,2709,MCELROY DR, , , , , , , 
34814,Y,130356434,1009-B,LINDEN AVE, , , , , , , 
34815,Y,129486435,123+,WELK PL, , , , , , , 
34816,Y,130946436,209,MONTE VISTA AVE, , , , , , , 
34817,Y,130716437,212,HARRIS RD, , , , , , , 
34818,Y,130856438,921,NASSAU ST, , , , , , , 
34819,Y,131016439,206,MONTE VISTA AVE, , , , , , , 
34820,Y,130726440,210,HARRIS RD, , , , , , , 
34821,Y,131066442,2708+,MCELROY DR, , , , , , , 
34822,Y,131026443,107+,WELK PL, , , , , , , 
34823,Y,130996444,103+,LODGE CREEK CIR, , , , , , , 
34824,Y,130626445,205,PALATINE AVE, , , , , , , 
34825,Y,130246447,121,HARRIS RD, , , , , , , 
34826,Y,130956448,209,OLD LYNCHBURG RD, , , , , , , 
34827,Y,130906449,300,HARRIS RD, , , , , , , 
34828,Y,130886451,2722,JEFFERSON PARK AVE, , , , , , , 
34829,Y,131086453,918,NASSAU ST, , , , , , , 
34830,Y,131146455,1602+,GREEN ST, , , , , , , 
34831,Y,130616456,103,SLATE PL, , , , , , , 
34832,Y,130606457,104,SLATE PL, , , , , , , 
34833,Y,130976461,302,HARRIS RD, , , , , , , 
34834,Y,130196462,117,HARRIS RD, , , , , , , 
34835,Y,131246463,107,AZALEA DR, , , , , , , 
34836,Y,130786464,207,PALATINE AVE, , , , , , , 
34837,Y,141036466,206,HARRIS RD, , , , , , , 
34838,Y,130776470,1603,GREEN ST, , , , , , , 
34839,Y,139906473,135+,OLD FIFTH CIR, , , , , , , 
34840,Y,130916474,2711,MCELROY DR, , , , , , , 
34841,Y,131166476,2724,JEFFERSON PARK AVE, , , , , , , 
34842,Y,130986477,204,HARRIS RD, , , , , , , 
34843,Y,131416479,1000,ROCKLAND AVE, , , , , , , 
34844,Y,130896482,633,HARRIS RD, , , , , , , 
34845,Y,131456483,1604,GREEN ST, , , , , , , 
34846,Y,130446485,125+,WELK PL, , , , , , , 
34847,Y,131436488,2710,MCELROY DR, , , , , , , 
34848,Y,139986489,119+,OLD FIFTH CIR, , , , , , , 
34849,Y,131276491,100,AZALEA DR, , , , , , , 
34850,Y,131536492,208,MONTE VISTA AVE, , , , , , , 
34851,Y,131386494,105+,WELK PL, , , , , , , 
34852,Y,131326495,211,OLD LYNCHBURG RD, , , , , , , 
34853,Y,131476497,200,PALATINE AVE, , , , , , , 
34854,Y,131376499,211,MONTE VISTA AVE, , , , , , , 
34855,Y,131206500,637,HARRIS RD, , , , , , , 
34856,Y,131426501,407+,HARRIS RD, , , , , , , 
34857,Y,130846503,113,HARRIS RD, , , , , , , 
34858,Y,131126505,102,SLATE PL, , , , , , , 
34859,Y,130656507,1007,LINDEN AVE, , , , , , , 
34860,Y,131076508,211,PALATINE AVE, , , , , , , 
34861,Y,131046509,111,HARRIS RD, , , , , , , 
34862,Y,131306511,950,RIVES ST, , , , , , , 
34863,Y,131006513,635,HARRIS RD, , , , , , , 
34864,Y,131666514,202,PALATINE AVE, , , , , , , 
34866,Y,131496517,2726,JEFFERSON PARK AVE, , , , , , , 
34867,Y,131106519,1605,GREEN ST, , , , , , , 
34868,Y,131336522,109,HARRIS RD, , , , , , , 
34869,Y,131406524,421,QUARRY RD, , , , , , , 
34870,Y,131256525,213,PALATINE AVE, , , , , , , 
34871,Y,131776526,1606,GREEN ST, , , , , , , 
34872,Y,131646527,102+,WELK PL, , , , , , , 
34873,Y,131356530,639,HARRIS RD, , , , , , , 
34874,Y,132026531,501+,MOSELEY DR, , , , , , , 
34875,Y,131716532,109+,AZALEA DR, , , , , , , 
34876,Y,131466535,419,QUARRY RD, , , , , , , 
34877,Y,131866538,210+,MONTE VISTA AVE, , , , , , , 
34878,Y,131846539,204,PALATINE AVE, , , , , , , 
34879,Y,130466540,1011,LINDEN AVE, , , , , , , 
34880,Y,131266541,2713,MCELROY DR, , , , , , , 
34881,Y,131686542,925,NASSAU ST, , , , , , , 
34882,Y,131696545,1800,MONTICELLO RD, , , , , , , 
34883,Y,131506546,415,QUARRY RD, , , , , , , 
34884,Y,130356550,1009-A,LINDEN AVE, , , , , , , 
34885,Y,131396552,215,PALATINE AVE, , , , , , , 
34886,Y,131736553,213,OLD LYNCHBURG RD, , , , , , , 
34887,Y,131936554,222,OLD LYNCHBURG RD, , , , , , , 
34888,Y,131746555,104+,WELK PL, , , , , , , 
34889,Y,131886556,2712,MCELROY DR, , , , , , , 
34891,Y,131516558,2725,JEFFERSON PARK AVE, , , , , , , 
34892,Y,131926559,103+,WELK PL, , , , , , , 
34893,Y,132006562,208,PALATINE AVE, , , , , , , 
34894,Y,131916563,621,HARRIS RD, , , , , , , 
34895,Y,131996564,110+,WELK PL, , , , , , , 
34896,Y,131836565,2728,JEFFERSON PARK AVE, , , , , , , 
34897,Y,131956568,106,AZALEA DR, , , , , , , 
34898,Y,131616569,423,QUARRY RD, , , , , , , 
34899,Y,131816570,107+,HARRIS RD, , , , , , , 
34900,Y,131986571,1610,GREEN ST, , , , , , , 
34901,Y,132076572,213,MONTE VISTA AVE, , , , , , , 
34902,Y,131796573,402,HARRIS RD, , , , , , , 
34903,Y,131896574,106+,WELK PL, , , , , , , 
34904,Y,131636575,128,HARRIS RD, , , , , , , 
34905,Y,131606577,641,HARRIS RD, , , , , , , 
34906,Y,132276578,1021,LINDEN AVE, , , , , , , 
34907,Y,132196579,212,MONTE VISTA AVE, , , , , , , 
34908,Y,131586580,219,PALATINE AVE, , , , , , , 
34909,Y,140026581,120+,OLD FIFTH CIR, , , , , , , 
34910,Y,132266583,1500,MERIDIAN ST, , , , , , , 
34911,Y,132136584,210,PALATINE AVE, , , , , , , 
34912,Y,132456585,503+,MOSELEY DR, , , , , , , 
34913,Y,131986587,817,ROUGEMONT AVE, , , , , , , 
34914,Y,131966591,124,HARRIS RD, , , , , , , 
34915,Y,131706593,2715,MCELROY DR, , , , , , , 
34916,Y,132216595,108+,WELK PL, , , , , , , 
34917,Y,132376597,2727,JEFFERSON PARK AVE, , , , , , , 
34918,Y,132106598,215,OLD LYNCHBURG RD, , , , , , , 
34919,Y,132126599,111,AZALEA DR, , , , , , , 
34920,Y,132326600,212,PALATINE AVE, , , , , , , 
34921,Y,132146601,406,HARRIS RD, , , , , , , 
34922,Y,132316602,413+,HARRIS RD, , , , , , , 
34923,Y,131786603,221,PALATINE AVE, , , , , , , 
34924,Y,132286605,2714,MCELROY DR, , , , , , , 
34925,Y,140206606,107+,OLD FIFTH CIR, , , , , , , 
34926,Y,132046607,120,HARRIS RD, , , , , , , 
34927,Y,132176608,116,HARRIS RD, , , , , , , 
34928,Y,132486610,214,PALATINE AVE, , , , , , , 
34929,Y,140176612,148+,OLD FIFTH CIR, , , , , , , 
34930,Y,132356613,114+,HARRIS RD, , , , , , , 
34931,Y,139046614,217,MONTE VISTA AVE, , , , , , , 
34932,Y,132476616,108,AZALEA DR, , , , , , , 
