OBJECTID,BIN,ST_NUMBER,ST_UNIT,UNIT_TYPE,PREDIR,ST_NAME,SUFFIX,POSTDIR,ZIP,STSEGID,USE_TYPE,MasterAddressID
20087,363814264,1930,2,#, ,IVY,RD, ,22903, ,R,93929
20088,7881935,1800,903,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,93930
20089,7881935,1800,905,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,93931
20090,308713689,2114,8,#, ,IVY,RD, ,22903, ,R,93932
20091,337713991,4,5,#, ,UNIVERSITY,CIR, ,22903, ,R,93933
20092,92001843,628,B,APT, ,7 1/2,ST,SW,22903, ,R,93934
20093,229712780,1114,,, ,SHERWOOD,RD, ,22903, ,R,93935
20094,256113196,1852,,, ,WAYSIDE,PL, ,22903, ,R,93936
20095,92581904,1114,,, ,FOREST HILLS,AVE, ,22903, ,R,93937
20096,297213767,2021,B6,APT, ,IVY,RD, ,22903, ,R,92752
20097,297213767,2021,B7,APT, ,IVY,RD, ,22903, ,R,92753
20098,833118756,307,B,APT,,VALLEY RD,EXT, ,22903, ,R,92754
20099,277913874,2124,,,,IVY,RD,,22903, ,C,92755
20100,1503318328,1310,,,,NUNLEY,ST,,22903, ,R,92756
20101,1503118330,1306,,,,NUNLEY,ST,,22903, ,R,92757
20102,1429318739,226,,,,HUNTLEY,AVE,,22903, ,R,92758
20103,1526318741,1409,,,,MIDLAND,ST,,22902, ,R,92759
20104,633217000,843,,,W,MAIN,ST, ,22903, ,C,93373
20105,580616548,703,,, ,ANDERSON,ST, ,22903, ,R,93374
20106,561916317,217,,, ,9TH,ST,NW,22903, ,R,93375
20107,364914263,1720,2,#, ,ALLIED,ST, ,22903, ,C,93376
20108,6790155,500,801,#, ,COURT,SQ, ,22902, ,R,93377
20109,695822450,112,11,#,W,MAIN,ST, ,22902, ,R,93378
20110,540620133,1309,D6,UNIT, ,WERTLAND,ST, ,22903, ,R,93379
20111,116785126,1400,13,#, ,MONTICELLO,RD, ,22902, ,R,93380
20112,85781417,110,,, ,DAVID,TER, ,22903, ,R,93381
20113,7716703,1004,,, ,KING,ST, ,22903, ,R,93382
20114,95612160,107,,, ,ROBERTSON,AVE, ,22903, ,R,93383
20115,13933199,735,4B,UNIT, ,WALKER,SQ, ,22903, ,R,93384
20116,109633717,704,,, ,CASTALIA,ST, ,22902, ,R,93385
20117,126811402,1431,,, ,GROVE,RD, ,22901, ,R,93386
20118,132711477,1440,,, ,GROVE,RD, ,22901, ,R,93387
20119,145411665,1605,,, ,OAKLEAF,LN, ,22903, ,R,93388
20120,7671786,1800,61,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,93389
20121,495315732,705,E,UNIT, ,DALE,AVE, ,22903, ,C,93390
20122,297213764,2021,A5,APT, ,IVY,RD, ,22903, ,R,93391
20123,359014194,1717,2B,UNIT, ,ALLIED,ST, ,22903, ,C,93392
20124,407214799,609,B,UNIT, ,LYONS,AVE, ,22902, ,R,93393
20125,7142458,583,807,APT, ,BRANDON,AVE, ,22903, ,R,93394
20126,133326723,222,B,APT, ,PALATINE,AVE, ,22902, ,R,93395
20127,70233279,408,205,#,E,MARKET,ST, ,22902, ,C,93396
20128,343514085,613,C,UNIT, ,MADISON,AVE, ,22903, ,R,93397
20129,549016079,224,101,#, ,14TH,ST,NW,22903, ,R,93398
20130,549016079,224,502,#, ,14TH,ST,NW,22903, ,R,93399
20131,630717006,207,B,UNIT, ,2ND,ST,NW,22902, ,R,93400
20132,89011593,620,,, ,HINTON,AVE, ,22902, ,R,93401
20133,109733772,106,,, ,LANKFORD,AVE, ,22902, ,R,93402
20134,52838067,1300,,, ,LONG,ST, ,22902, ,I,93403
20135,115724771,125,,, ,BAYLOR,LN, ,22902, ,R,93404
20136,93852002,210,,, ,TODD,AVE, ,22903, ,R,93405
20137,94462120,403,,, ,ROBERTSON,AVE, ,22903, ,R,93406
20138,7206375,801,,, ,NALLE,ST, ,22903, ,R,93407
20139,82488991,1120,,,E,MARKET,ST, ,22902, ,C,93408
20140,82849004,1124,1,#,E,MARKET,ST, ,22902, ,R,93409
20141,593716648,11,44,APT, ,ALTAMONT,CIR, ,22902, ,R,93464
20142,593716648,11,56,APT, ,ALTAMONT,CIR, ,22902, ,R,93465
20143,108914322,1500,28,LOT, ,CARLTON,AVE, ,22902, ,R,93466
20144,108914371,1500,29,LOT, ,CARLTON,AVE, ,22902, ,R,93467
20145,109343622,918,B,UNIT, ,1ST,ST,S,22902, ,R,93468
20146,109343735,910,C,UNIT, ,1ST,ST,S,22902, ,R,93469
20147,131086453,918,,, ,NASSAU,ST, ,22902, ,R,93470
20148,131306511,950,,, ,RIVES,ST, ,22902, ,R,93471
20149,38217174,1927,F,UNIT, ,SWANSON,DR, ,22901, ,C,93472
20150,43510309,1919,1,#, ,SWANSON,DR, ,22901, ,R,93473
20151,36610238,1920,1,#, ,SWANSON,DR, ,22901, ,R,93474
20152,112614443,207,B,UNIT, ,SUNSET,AVE, ,22903, ,R,93475
20153,7839814,120,A,APT, ,HARMON,ST, ,22903, ,R,93476
20154,119085095,1405,A,APT, ,HAMPTON,ST, ,22902, ,R,93477
20155,121595339,1500,A,UNIT, ,6TH,ST,SE,22902, ,R,93478
20156,83631295,1904,37,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,93479
20157,90061656,2112,6,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,93480
20158,130696408,119,B,APT, ,WELK,PL, ,22903, ,R,93481
20159,128176294,113,B,APT, ,WELK,PL, ,22903, ,R,93482
20160,87601539,218,,, ,SHAMROCK,RD, ,22903, ,R,93483
20161,223912719,1201,,, ,SHERWOOD,RD, ,22903, ,R,93484
20162,242512996,1852,,, ,EDGEWOOD,LN, ,22903, ,R,93485
20163,243212979,1863,,, ,WAYSIDE,PL, ,22903, ,R,93486
20164,248813065,1830,,, ,FENDALL,AVE, ,22903, ,R,93487
20165,249513068,1839,,, ,EDGEWOOD,LN, ,22903, ,R,93488
20166,251413090,1864,,, ,WAYSIDE,PL, ,22903, ,R,93489
20167,74310727,2121,16,#, ,ANGUS,RD, ,22901, ,R,93490
20168,74310727,2121,25,#, ,ANGUS,RD, ,22901, ,R,93491
20169,30510145,1911,B,APT, ,CEDAR HILL,RD, ,22901, ,R,93492
20170,70910707,2114,105A,UNIT, ,ANGUS,RD, ,22901, ,C,93493
20171,70110677,2118,17,#, ,ANGUS,RD, ,22901, ,R,93494
20172,658417199,701,B,UNIT,W,MAIN,ST, ,22903, ,R,93498
20173,357814104,1031,B,UNIT, ,PRESTON,AVE, ,22903, ,R,93499
20174,128986296,1604,B,UNIT, ,MONTICELLO,AVE, ,22902, ,R,93500
20175,128986296,1604,C,UNIT, ,MONTICELLO,AVE, ,22902, ,R,93501
20176,56148092,802,B,APT, ,ST CLAIR,AVE, ,22902, ,R,93502
20177,56148092,802,A,APT, ,ST CLAIR,AVE, ,22902, ,R,93503
20178,7923894,2010,7,#, ,STADIUM,RD, ,22903, ,R,93504
20179,7923894,2010,8,#, ,STADIUM,RD, ,22903, ,R,93505
20180,127376059,1600,3,LOT, ,6TH,ST,SE,22902, ,R,93506
20181,6827176,429,2E,UNIT, ,MONROE,LN, ,22903, ,R,93561
20182,38847694,1222,E,APT, ,SMITH,ST, ,22901, ,R,93562
20183,112604167,1214,2,#, ,MONTICELLO,RD, ,22902, ,C,93563
20184,58110524,106,,, ,MEADOWBROOK,CT, ,22901, ,R,93564
20185,83210858,1712,,, ,YORKTOWN,DR, ,22901, ,R,93565
20186,98382433,1508,,, ,CHERRY,AVE, ,22903, ,R,93567
20187,123555579,1014,7,#, ,RIDGE,ST, ,22902, ,R,93568
20188,688121644,201,C,UNIT,E,MAIN,ST, ,22902, ,C,93569
20189,376614446,102,,, ,CRESAP,RD, ,22903, ,R,93570
20190,274713334,1442,,, ,WESTWOOD,RD, ,22903, ,R,93571
20191,276513355,1424,,, ,WESTWOOD,RD, ,22903, ,R,93572
20192,89851677,2404,,, ,FONTAINE,AVE, ,22903, ,C,93573
20193,343214040,131,,, ,BIRDWOOD,CT, ,22903, ,R,93574
20194,711320826,502,,,E,MARKET,ST, ,22902, ,C,93575
20195,136457143,1706,,, ,MONTICELLO,RD, ,22902, ,R,93576
20196,1394415826,314,300,APT,,14TH,ST,NW,22903, ,R,93577
20197,497417425,301,1006,APT,,15TH,ST,NW,22903, ,R,93578
20198,497417425,301,1007,APT,,15TH,ST,NW,22903, ,R,93579
20199,497417425,301,1008,APT,,15TH,ST,NW,22903, ,R,93580
20200,497417425,301,1015,APT,,15TH,ST,NW,22903, ,R,93581
20201,497417425,301,1016,APT,,15TH,ST,NW,22903, ,R,93582
20202,99229706,1805,,, ,CHESAPEAKE,ST, ,22902, ,R,93583
20203,100899717,1730,,, ,CHESAPEAKE,ST, ,22902, ,R,93584
20204,62148300,1303,,, ,POPLAR,ST, ,22902, ,R,93585
20205,62318305,1305,,, ,POPLAR,ST, ,22902, ,R,93586
20206,62988321,1420,,, ,HAZEL,ST, ,22902, ,R,93587
20207,63268342,1115,,, ,SYCAMORE,ST, ,22902, ,R,93588
20208,72210705,1504,,, ,BUNKER HILL,DR, ,22901, ,R,93589
20209,1465919524,174,,, ,BROOKWOOD,DR,,22902, ,R,93590
20210,7368431,313,,, ,7TH,ST,SW,22903, ,R,93591
20211,7375447,740,,, ,NALLE,ST, ,22903, ,R,93592
20212,8014943,501,,, ,7 1/2,ST,SW,22903, ,R,93593
20213,81091028,509,,, ,7 1/2,ST,SW,22903, ,R,93594
20214,47310358,1718,,, ,ESSEX,RD, ,22901, ,R,93595
20215,47810388,1819,,, ,YORKTOWN,DR, ,22901, ,R,93596
20216,48210423,1709,,, ,ESSEX,RD, ,22901, ,R,93597
20217,37010266,184,,, ,ZAN,RD, ,22901, ,C,93598
20218,37010266,186,,, ,ZAN,RD, ,22901, ,C,93599
20219,1500419701,517,,, ,PATON,ST, ,22903, ,R,93600
20220,1500419701,519,,, ,PATON,ST, ,22903, ,R,93601
20221,7976949,508,,, ,9TH,ST,SW,22903, ,R,93602
20222,49210662,2111,100,APT, ,MICHIE,DR, ,22901, ,R,93603
20223,13933203,705,3A,UNIT, ,WALKER,SQ, ,22903, ,R,93604
20224,528015969,700,205,#, ,HARRIS,ST, ,22903, ,C,93605
20225,106423312,763,,, ,ORANGEDALE,AVE, ,22903, ,R,93183
20226,383914455,212,,, ,ROSSER,AVE,E ,22903, ,I,93184
20227,384614481,1111,,, ,ROSSER,AVE,E ,22903, ,R,93185
20228,394514591,1104,,, ,ROSSER,AVE,E ,22903, ,R,93186
20229,100262572,725,,, ,PROSPECT,AVE, ,22903, ,R,93187
20230,411714812,943,,, ,PRESTON,AVE, ,22903, ,C,93188
20231,482615595,811,,, ,DALE,AVE, ,22903, ,R,93189
20232,485815622,807,,, ,DALE,AVE, ,22903, ,R,93190
20233,528015969,700,E,UNIT, ,HARRIS,ST, ,22903, ,C,93606
20234,88201822,925,,, ,2ND,ST,SE,22902, ,C,93609
20235,88201822,929,,, ,2ND,ST,SE,22902, ,C,93610
20236,88201822,983,,, ,2ND,ST,SE,22902, ,C,93611
20237,7448471,214,,,E,WATER,ST, ,22902, ,C,93612
20238,714121641,208,,,E,MAIN,ST, ,22902, ,C,93613
20239,6570105,400,,, ,BRANDON,AVE, ,22903, ,C,93661
20240,118855105,2522,,, ,JEFFERSON PARK,AVE, ,22903, ,R,93662
20241,114144457,2500,,, ,JEFFERSON PARK,AVE, ,22903, ,R,93663
20242,112094105,2434,,, ,JEFFERSON PARK,AVE, ,22903, ,R,93664
20243,119125183,2603,,, ,JEFFERSON PARK,CIR, ,22903, ,R,93665
20244,122325440,2610,,, ,JEFFERSON PARK,CIR, ,22903, ,R,93666
20245,122965526,2616,,, ,JEFFERSON PARK,CIR, ,22903, ,R,93667
20246,108313526,792,,, ,PROSPECT,AVE, ,22903, ,R,90394
20247,658417199,701,C,UNIT,W,MAIN,ST, ,22903, ,R,90449
20248,658417199,701,D,UNIT,W,MAIN,ST, ,22903, ,R,90450
20249,658417199,701,E,UNIT,W,MAIN,ST, ,22903, ,R,90451
20250,117294864,642,1,#, ,DRUID,AVE, ,22902, ,R,90452
20251,117294864,642,2,#, ,DRUID,AVE, ,22902, ,R,90453
20252,80931049,125,A,UNIT, ,NORTH BAKER,ST, ,22903, ,R,90454
20253,74898773,1113,3,#,E,JEFFERSON,ST, ,22902, ,R,90455
20254,693821213,117,B,UNIT, ,4TH,ST,NE,22902, ,C,90456
20255,692022449,108,31,#, ,2ND,ST,SW,22902, ,R,90457
20256,711120810,110,B,UNIT, ,4TH,ST,NE,22902, ,C,90458
20257,752420100,534,B,UNIT,E,MAIN,ST, ,22902, ,C,90459
20258,656598,122,6,APT, ,OAKHURST,CIR, ,22903, ,R,90460
20259,72010710,2311,A,APT, ,WAYNE,AVE, ,22901, ,R,90461
20260,76210752,1607,A,APT, ,CEDAR HILL,RD, ,22901, ,R,90462
20261,142311618,1932,,, ,BLUE RIDGE,RD, ,22903, ,R,90463
20262,137511550,1935,,, ,BLUE RIDGE,RD, ,22903, ,R,90464
20263,154811774,1912,,, ,BLUE RIDGE,RD, ,22903, ,R,90465
20264,157611822,1902,,, ,BLUE RIDGE,RD, ,22903, ,R,90466
20265,133466745,112,,, ,AZALEA,DR, ,22903, ,R,90467
20266,124735679,1106,,, ,ELLIOTT,AVE, ,22902, ,R,90468
20267,124765687,802,,, ,STONEHENGE,AVE, ,22902, ,R,90469
20268,125145766,817,,, ,STONEHENGE,AVE, ,22902, ,R,90470
20269,125155739,704,,, ,ROCKLAND,AVE, ,22902, ,R,90471
20270,121635310,1106,,, ,MONTROSE,AVE, ,22902, ,R,90472
20271,6934224,202,,, ,6TH,ST,NE,22902, ,C,90473
20272,122145446,1326,,, ,MONTICELLO,AVE, ,22902, ,R,90474
20273,91671824,612,,, ,BELMONT,AVE, ,22902, ,R,90475
20274,91719425,138,,, ,CARLTON,RD, ,22902, ,R,90476
20275,93241969,605,,, ,AVON,ST, ,22902, ,R,90477
20276,624616914,502,,, ,LEXINGTON,AVE, ,22902, ,R,90478
20277,116784861,1400,214,#, ,MONTICELLO,RD, ,22902, ,R,90481
20278,157811860,2101,107,APT, ,ARLINGTON,BLVD, ,22903, ,R,90482
20279,116784861,1400,213,#, ,MONTICELLO,RD, ,22902, ,R,90483
20280,157811860,2101,110,APT, ,ARLINGTON,BLVD, ,22903, ,R,90484
20281,157811860,2101,111,APT, ,ARLINGTON,BLVD, ,22903, ,R,90485
20282,157811860,2101,118,APT, ,ARLINGTON,BLVD, ,22903, ,R,90486
20283,157811860,2101,119,APT, ,ARLINGTON,BLVD, ,22903, ,R,90487
20284,157811860,2101,120,APT, ,ARLINGTON,BLVD, ,22903, ,R,90488
20285,157811860,2101,127,APT, ,ARLINGTON,BLVD, ,22903, ,R,90489
20286,157811860,2101,128,APT, ,ARLINGTON,BLVD, ,22903, ,R,90490
20287,157811860,2101,135,APT, ,ARLINGTON,BLVD, ,22903, ,R,90491
20288,501817225,123,,, ,CHANCELLOR,ST, ,22903, ,R,92585
20289,71133319,500,,,E,MARKET,ST, ,22902, ,C,92586
20290,299913579,1812,,, ,WAYSIDE,PL, ,22903, ,R,92587
20291,140111578,1401,,, ,MELBOURNE,RD, ,22901, ,R,92588
20292,123005381,105,,, ,DANBURY,CT, ,22902, ,R,92589
20293,118564987,1206,,,,MONTICELLO,AVE,,22902, ,R,92590
20294,1438918733,112,,,,BLINCOE,LN,,22902, ,R,92591
20295,1450618750,152,,,,BAYLOR,LN,,22902, ,R,92592
20296,313213752,36,,, ,UNIVERSITY,CIR, ,22903, ,R,92593
20297,1396213852,624,,, ,PRESTON,PL, ,22903, ,R,92594
20298,652668,252,,,E,HIGH,ST, ,22902, ,R,92595
20299,31210159,1656,,, ,BRANDYWINE,DR, ,22901, ,R,92596
20300,234012954,1021,,, ,GLENDALE,RD, ,22901, ,R,92597
20301,250413064,1019,,, ,COTTONWOOD,RD, ,22901, ,R,92598
20302,253113071,1018,,, ,GLENDALE,RD, ,22901, ,R,92599
20303,105323256,1524,,, ,TRAILRIDGE,RD, ,22903, ,R,92600
20304,106403349,608,,, ,SHAMROCK,RD, ,22903, ,R,92601
20305,137027189,302,,, ,MONTE VISTA,AVE, ,22903, ,R,92602
20306,435615077,447,,, ,14TH,ST,NW,22903, ,R,92603
20307,119415091,112,,, ,VILLAGE,CT, ,22903, ,R,92604
20308,150611723,2401,83,APT, ,ARLINGTON,BLVD, ,22903, ,R,92605
20309,150611772,2401,9,APT, ,ARLINGTON,BLVD, ,22903, ,R,92606
20310,82521155,1830,25,#, ,JEFFERSON PARK,AVE, ,22903, ,R,92607
20311,7671786,1800,40,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,92608
20312,103032938,637,A,APT, ,BLENHEIM,AVE, ,22902, ,R,92609
20313,70233279,408,105,#,E,MARKET,ST, ,22902, ,C,92611
20314,864019682,2101,C,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,92612
20315,36210234,2306,A,APT, ,NORTH BERKSHIRE,RD, ,22901, ,R,92613
20316,332913626,818,G,UNIT, ,CABELL,AVE, ,22903, ,R,92614
20317,103963037,1007,B,UNIT, ,RAYON,ST, ,22902, ,R,92615
20318,99711080,1243,B16,UNIT, ,CEDARS,CT, ,22903, ,R,92616
20319,13933261,770,3C,UNIT, ,WALKER,SQ, ,22903, ,R,92617
20320,558016339,608,202,STE, ,PRESTON,AVE, ,22903, ,C,92618
20321,133416785,915,,, ,ROUGEMONT,AVE, ,22902, ,R,92619
20322,409714759,605,,, ,11TH,ST,NW,22903, ,R,92620
20323,409814753,510,,, ,13TH,ST,NW,22903, ,R,92621
20324,419114854,506,,, ,13TH,ST,NW,22903, ,R,92622
20325,6771150,230,101,#, ,COURT,SQ, ,22902, ,C,92668
20326,215812635,912,,, ,OLD FARM,RD, ,22903, ,R,92669
20327,217012656,907,,, ,OLD FARM,RD, ,22903, ,R,92670
20328,326613845,1112,,, ,ROSE HILL,DR, ,22903, ,C,92671
20329,332613928,1128,,, ,ROSE HILL,DR, ,22903, ,C,92672
20330,147111691,2018,,, ,HESSIAN,RD, ,22903, ,R,92673
20331,148011710,2003,,, ,HESSIAN,RD, ,22903, ,R,92674
20332,149611747,2001,,, ,HESSIAN,RD, ,22903, ,R,92675
20333,1769984,2209,,, ,BRANDYWINE,DR, ,22901, ,R,92677
20334,85449138,429,,, ,RIVERSIDE,AVE, ,22902, ,R,92678
20335,21310026,107,,, ,WILSON,CT, ,22901, ,R,92679
20336,23610062,2203,,, ,BRANDYWINE,DR, ,22901, ,R,92680
20337,23917148,1665,,, ,BRANDYWINE,DR, ,22901, ,R,92681
20338,306213652,104,,, ,WESTWOOD,CIR, ,22903, ,R,92682
20339,112714221,115,B,APT, ,CLEVELAND,AVE, ,22903, ,R,92683
20340,95563283,772,E,APT, ,PROSPECT,AVE, ,22903, ,R,92684
20341,1409919588,1119,,, ,ST CHARLES,CT, ,22901, ,R,92685
20342,1402519589,1121,,, ,ST CHARLES,CT, ,22901, ,R,92686
20343,131206500,637,,, ,HARRIS,RD, ,22902, ,R,92687
20344,112074134,1115,,, ,AVON,ST, ,22902, ,R,92688
20345,112404140,1108,,, ,AVON,ST, ,22902, ,R,92689
20346,583716606,107,,, ,ALTAMONT,CIR, ,22902, ,R,92690
20347,206112480,1115,,, ,WELLFORD,ST, ,22903, ,R,92691
20348,508815776,326,1B,UNIT, ,15TH,ST,NW,22903, ,R,92692
20349,580116539,817,,, ,PAGE,ST, ,22903, ,R,92694
20350,580216505,313,,, ,8TH,ST,NW,22903, ,R,92695
20351,583316571,314,,, ,8TH,ST,NW,22903, ,R,92696
20352,555016226,820,,, ,ANDERSON,ST, ,22903, ,R,92697
20353,559816285,816,,, ,ANDERSON,ST, ,22903, ,R,92698
20354,561216341,208,,, ,9TH,ST,NW,22903, ,R,92699
20355,563516352,731,,, ,ANDERSON,ST, ,22903, ,R,92700
20356,612616825,402,C,UNIT, ,ALTAMONT,CIR, ,22902, ,R,92702
20357,579716533,414,B,UNIT, ,ALTAMONT,ST, ,22902, ,R,92703
20358,593716648,11,52,APT, ,ALTAMONT,CIR, ,22902, ,R,92704
20359,6790155,500,405,#, ,COURT,SQ, ,22902, ,R,92705
20360,58410515,2207,,, ,NORTH BERKSHIRE,RD, ,22901, ,R,92706
20361,140206606,117,,, ,OLD FIFTH,CIR, ,22903, ,R,92707
20362,695822450,112,7,#,W,MAIN,ST, ,22902, ,R,92708
20363,695822450,112,8,#,W,MAIN,ST, ,22902, ,R,92709
20364,692022449,108,6,#, ,2ND,ST,SW,22902, ,R,92710
20365,692022449,108,32,#, ,2ND,ST,SW,22902, ,R,92711
20366,692022449,108,33,#, ,2ND,ST,SW,22902, ,R,92712
20367,540620133,1309,D4,UNIT, ,WERTLAND,ST, ,22903, ,R,92713
20368,497417425,301,4048,APT,,15TH,ST,NW,22903, ,R,92480
20369,497417425,301,4049,APT,,15TH,ST,NW,22903, ,R,92481
20370,497417425,301,5007,APT,,15TH,ST,NW,22903, ,R,92482
20371,497417425,301,5008,APT,,15TH,ST,NW,22903, ,R,92483
20372,497417425,301,5015,APT,,15TH,ST,NW,22903, ,R,92484
20373,497417425,301,5016,APT,,15TH,ST,NW,22903, ,R,92485
20374,75008754,413,B,APT, ,MEADE,AVE, ,22902, ,R,92486
20375,77128835,407,B,APT, ,ARBOR,CIR, ,22902, ,R,92487
20376,1451918748,100,,,,BAYLOR,PL,,22902, ,R,92761
20377,1451518749,172,,,,BAYLOR,LN,,22902, ,R,92762
20378,429618763,98,,,,MIDMONT,LN,,22903, ,R,92763
20379,312813791,2107,,, ,MORRIS,RD, ,22903, ,R,92764
20380,315513831,2109,,, ,MORRIS,RD, ,22903, ,R,92765
20381,316913783,616,,, ,RUGBY,RD, ,22903, ,R,92766
20382,321513884,614,,, ,RUGBY,RD, ,22903, ,R,92767
20383,324213863,35,,, ,UNIVERSITY,CIR, ,22903, ,R,92768
20384,27810117,1658,,, ,BRANDYWINE,DR, ,22901, ,R,92769
20385,6949185,210,,, ,5TH,ST,NE,22902, ,C,92770
20386,140066657,114,,, ,OLD FIFTH,CIR, ,22903, ,R,92771
20387,30210164,1901,,, ,BRANDYWINE,DR, ,22901, ,R,92772
20388,30410168,1653,,, ,BRANDYWINE,DR, ,22901, ,R,92773
20389,124685741,813,,, ,NASSAU,ST, ,22902, ,R,92774
20390,233912881,622,,, ,WILDER,DR, ,22901, ,R,92775
20391,237612975,608,,, ,BEECHWOOD,DR, ,22901, ,R,92776
20392,239512997,610,,, ,BEECHWOOD,DR, ,22901, ,R,92777
20393,242012973,612,,, ,BEECHWOOD,DR, ,22901, ,R,92778
20394,246813017,1020,,, ,COTTONWOOD,RD, ,22901, ,R,92779
20395,247913034,612,,, ,WILDER,DR, ,22901, ,R,92780
20396,252913083,1018,,, ,COTTONWOOD,RD, ,22901, ,R,92781
20397,253013078,610,,, ,WILDER,DR, ,22901, ,R,92782
20398,111714076,600,,, ,ALTAVISTA,AVE, ,22902, ,R,92783
20399,111784164,621,,, ,ALTAVISTA,AVE, ,22902, ,R,92784
20400,88711571,724,,, ,LEVY,AVE, ,22902, ,R,92785
20401,105293269,1647,,, ,MULBERRY,AVE, ,22903, ,R,92786
20402,106083383,1637,,, ,CHERRY,AVE, ,22903, ,R,92787
20403,106303396,611,,, ,SHAMROCK,RD, ,22903, ,R,92788
20404,136787166,249,,, ,MONTE VISTA,AVE, ,22903, ,R,92789
20405,136657146,247,,, ,MONTE VISTA,AVE, ,22903, ,R,92790
20406,137527247,308,,, ,MONTE VISTA,AVE, ,22903, ,R,92791
20407,137187205,304,,, ,MONTE VISTA,AVE, ,22903, ,R,92792
20408,80388936,1204,,,E,JEFFERSON,ST, ,22902, ,R,92794
20409,1416219695,1302,,, ,KING,ST, ,22903, ,R,92795
20410,658817101,202,,, ,6TH,ST,NW,22903, ,R,92796
20411,7558530,100,1B,UNIT,W,SOUTH,ST, ,22902, ,C,92842
20412,7558530,100,1C,UNIT,W,SOUTH,ST, ,22902, ,C,92843
20413,108203573,1103,A,UNIT, ,6TH,ST,SE,22902, ,R,92844
20414,108203573,1103,B,UNIT, ,6TH,ST,SE,22902, ,R,92845
20415,99711080,1243,B14,UNIT, ,CEDARS,CT, ,22903, ,R,92846
20416,99711080,1243,B15,UNIT, ,CEDARS,CT, ,22903, ,R,92847
20417,6693145,118,2,#, ,OAKHURST,CIR, ,22903, ,R,92848
20418,103072972,132,A,APT, ,STRIBLING,AVE, ,22903, ,R,92849
20419,13933261,770,3A,UNIT, ,WALKER,SQ, ,22903, ,R,92850
20420,13933261,770,3B,UNIT, ,WALKER,SQ, ,22903, ,R,92851
20421,95562845,750,A,APT, ,PROSPECT,AVE, ,22903, ,R,92852
20422,95562744,738,A,APT, ,PROSPECT,AVE, ,22903, ,R,92853
20423,95562190,758,A,APT, ,PROSPECT,AVE, ,22903, ,R,92854
20424,13933203,715,3B,UNIT, ,WALKER,SQ, ,22903, ,R,92855
20425,13933203,715,3C,UNIT, ,WALKER,SQ, ,22903, ,R,92856
20426,727318381,514,1/2,UNIT, ,VALLEY,RD, ,22903, ,R,92857
20427,7142458,583,504,APT, ,BRANDON,AVE, ,22903, ,R,92858
20428,13933265,710,2D,UNIT, ,WALKER,SQ, ,22903, ,R,92859
20429,13933265,710,3A,UNIT, ,WALKER,SQ, ,22903, ,R,92860
20430,13933265,710,3B,UNIT, ,WALKER,SQ, ,22903, ,R,92861
20431,61188243,805,,, ,WARD,AVE, ,22902, ,R,92862
20432,61218241,700,,, ,GROVE,AVE, ,22902, ,R,92863
20433,133376726,1034,,, ,LINDEN,AVE, ,22902, ,R,92864
20434,133386720,1032,,, ,LINDEN,AVE, ,22902, ,R,92865
20435,133756825,919,,, ,ROUGEMONT,AVE, ,22902, ,R,92866
20436,133796968,104,,, ,KEYSTONE,PL, ,22902, ,C,92867
20437,134316900,1005,,, ,ROUGEMONT,AVE, ,22902, ,R,92868
20438,134396882,914,,, ,ROUGEMONT,AVE, ,22902, ,R,92869
20439,96509633,1607,,,E,MARKET,ST, ,22902, ,R,92870
20440,96769630,1603,,,E,MARKET,ST, ,22902, ,R,92871
20441,7663802,1815,15,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,92872
20442,7663802,1815,16,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,92873
20443,7663802,1815,23,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,92874
20444,7663802,1815,24,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,92875
20445,8020992,1821,2,#, ,JEFFERSON PARK,AVE, ,22903, ,R,92876
20446,85901338,1910,5,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,92877
20447,86761471,2111,9,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,92878
20448,7450516,300,5,#, ,MONTEBELLO,CIR, ,22903, ,R,92879
20449,86761471,2111,10,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,92880
20450,81481081,601,A,UNIT, ,CHERRY,AVE, ,22903, ,C,92883
20451,39537747,1145,9,#, ,RIVER,RD, ,22901, ,C,92884
20452,322513841,1013,,, ,ST CHARLES,AVE, ,22901, ,R,92908
20453,339514030,1014,,, ,ST CHARLES,AVE, ,22901, ,R,92909
20454,343014049,1005,,, ,ST CHARLES,AVE, ,22901, ,R,92910
20455,1129932,153,,, ,SEMINOLE,CT, ,22901, ,C,92911
20456,7797758,313,207,#, ,2ND,ST,SE,22902, ,C,92912
20457,343514253,606,A,UNIT, ,15TH,ST,NW,22903, ,R,92913
20458,497417425,301,2043,APT,,15TH,ST,NW,22903, ,R,92914
20459,497417425,301,2044,APT,,15TH,ST,NW,22903, ,R,92915
