GPIN,PIN,UseCode,YearBuilt,Area_SqFT,Source,Risk,IsMultiParcelPolygon,Zoning
8984,570020000,Service Repair Garage,1983,3600,Commercial,1,NA,NCC
8984,570020000,Service Repair Garage,1983,504,Commercial,1,NA,NCC
9759,570022000,Mixed Retail w/Res Units,1950,3214,Commercial,2,NA,NCC
9759,570022000,Mixed Retail w/Res Units,1950,1019,Commercial,2,NA,NCC
9784,570024000,Office Building,1948,2361,Commercial,2,NA,NCC
9945,570025000,Office Building,1953,1253,Commercial,2,NA,NCC
9945,570025000,Office Building,1953,964,Commercial,2,NA,NCC
10095,570035000,Service Repair Garage,1948,6230,Commercial,1,NA,NCC
10095,570035000,Service Repair Garage,1948,560,Commercial,1,NA,NCC
9972,570036000,Apartments over 20 units,1973,10050,Commercial,2,NA,NCC
9972,570036000,Apartments over 20 units,1973,750,Commercial,2,NA,NCC
9888,570039000,Office Building,1951,3510,Commercial,2,NA,NCC
9888,570039000,Office Building,1951,2895,Commercial,2,NA,NCC
9845,570041000,Office Building,2002,3008,Commercial,2,NA,NCC
9777,570042000,Service Repair Garage,1940,906,Commercial,1,NA,NCC
9777,570042000,Service Repair Garage,1940,200,Commercial,1,NA,NCC
10020,570047000,Apartments 1-10 units,1925,NA,Commercial,2,NA,R-1S
10325,570065000,Elementary Sch (Entire),1930,36789,Commercial,2,NA,R-1S
10325,570065000,Elementary Sch (Entire),1930,12904,Commercial,2,NA,R-1S
10325,570065000,Elementary Sch (Entire),1930,4127,Commercial,2,NA,R-1S
10325,570065000,Elementary Sch (Entire),1930,815,Commercial,2,NA,R-1S
11253,570093000,Market,1932,1950,Commercial,2,NA,B-3
11253,570093000,Market,1932,975,Commercial,2,NA,B-3
10343,570115000,Industrial Light Manufacturing,1931,26650,Commercial,1,NA,M-I
10343,570115000,Industrial Light Manufacturing,1931,22384,Commercial,1,NA,M-I
10343,570115000,Industrial Light Manufacturing,1931,10000,Commercial,1,NA,M-I
10799,570119000,Office Building,1940,1422,Commercial,2,NA,M-I
10799,570119000,Office Building,1940,257,Commercial,2,NA,M-I
11146,570121000,Commercial,1942,6848,Commercial,2,NA,M-I
11146,570121000,Commercial,1942,324,Commercial,2,NA,M-I
11260,570121100,Commercial,1960,2025,Commercial,2,NA,M-I
11370,570121200,Office Building,1970,5280,Commercial,2,NA,M-I
11015,570122000,Service Repair Garage,1985,5618,Commercial,1,NA,M-I
11015,570122000,Service Repair Garage,1985,968,Commercial,1,NA,M-I
10565,570123520,Group Care Home,1985,3724,Commercial,3,NA,B-2
10565,570123520,Group Care Home,1985,506,Commercial,3,NA,B-2
10751,570123720,Apartments 1-10 units,1970,3524,Commercial,2,NA,M-I
10436,570124000,Group Care Home,1989,5248,Commercial,3,NA,B-2
10375,570125A00,Apartments 1-10 units,2000,4320,Commercial,2,NA,B-2
10230,570128000,Apartments 1-10 units,1969,2860,Commercial,2,NA,R-3
10256,570131000,Apartments 1-10 units,1972,2876,Commercial,2,NA,R-3
10130,570133000,Apartments 1-10 units,1993,4752,Commercial,2,NA,R-3
9835,570135000,Commercial,1960,3420,Commercial,2,NA,B-3
17107,570157000,Apartments over 20 units,1975,13200,Commercial,2,NA,DEH
9889,570160000,Multiple Commercial Use,1969,11600,Commercial,2,NA,M-I
9889,570160000,Multiple Commercial Use,1969,8400,Commercial,2,NA,M-I
10184,570161000,Multiple Commercial Use,2002,10008,Commercial,2,NA,M-I
7997,580001000,Office Building,1942,721,Commercial,2,NA,DEH
8044,580002000,Office Building,1885,8561,Commercial,2,NA,DEH
8044,580002000,Office Building,1885,2503,Commercial,2,NA,DEH
8790,580112000,Retail Store,0,698,Commercial,1,NA,R-1S
8613,580114000,Service Repair Garage,1950,3156,Commercial,1,NA,DE
8139,580123000,Office Building,1984,10096,Commercial,2,NA,DE
8490,580127000,Restaurant,1962,1280,Commercial,1,NA,B-2
8592,580129000,Barber Shop,1961,625,Commercial,1,NA,B-2
8710,580144000,Restaurant,1961,1267,Commercial,1,NA,B-2
8937,580147000,Multiple Commercial Use,1920,42,Commercial,2,NA,B-2
8937,580147000,Multiple Commercial Use,1920,0,Commercial,2,NA,B-2
8937,580147000,Multiple Commercial Use,1920,3238,Commercial,2,NA,B-2
9191,580161000,Church,1958,10525,Commercial,1,NA,NCC
9388,580172000,Apartments 1-10 units,1937,NA,Commercial,2,NA,R-1SH
9578,580183000,Church,1940,2500,Commercial,1,NA,R-1S
9578,580183000,Church,1940,288,Commercial,1,NA,R-1S
10488,580216000,Office Building,1945,1414,Commercial,2,NA,R-1S
10544,580218000,Office Building,1930,664,Commercial,2,NA,R-1S
10364,580219000,Church,1958,21000,Commercial,1,NA,R-1S
9757,580254000,Apartments 1-10 units,1920,NA,Commercial,2,NA,R-1S
9682,580256000,Multiple Commercial Use,1920,1820,Commercial,2,NA,NCC
9682,580256000,Multiple Commercial Use,1920,1081,Commercial,2,NA,NCC
9642,580257000,Apartments 11-20 Units,0,468,Commercial,2,NA,NCC
9642,580257000,Apartments 11-20 Units,0,1104,Commercial,2,NA,NCC
9616,580258000,Commercial,1958,2078,Commercial,2,NA,NCC
9616,580258000,Commercial,1958,2037,Commercial,2,NA,NCC
9608,580259000,Commercial,1912,1480,Commercial,2,NA,NCC
9608,580259000,Commercial,1912,780,Commercial,2,NA,NCC
9588,580260000,Barber Shop,1959,480,Commercial,1,NA,NCC
9540,580262000,Restaurant,1920,792,Commercial,1,NA,NCC
9495,580263000,Restaurant,1920,1364,Commercial,1,NA,NCC
9495,580263000,Restaurant,1920,546,Commercial,1,NA,NCC
9330,580268100,Service Repair Garage,1945,1058,Commercial,1,NA,NCC
8377,580281000,Commercial,1950,1514,Commercial,2,NA,B-2
8368,580282000,Retail Store,1945,853,Commercial,1,NA,B-2
8034,580289000,Office Building,1998,34407,Commercial,2,NA,DE
8024,580289100,Industrial Light Manufacturing,1994,41088,Commercial,1,NA,DE
9199,580319000,Apartments 1-10 units,1920,NA,Commercial,2,NA,NCC
8411,580334000,Office,1910,2213,Commercial,2,NA,M-I
8347,580335000,Office,1910,1911,Commercial,2,NA,M-I
8347,580335000,Office,1910,389,Commercial,2,NA,M-I
8257,580336000,Office Building,1984,6975,Commercial,2,NA,M-I
9372,580348000,Retail Store,1923,11818,Commercial,1,NA,NCC
9372,580348000,Retail Store,1923,1059,Commercial,1,NA,NCC
9343,580348100,Commercial,1953,1296,Commercial,2,NA,NCC
9441,580349000,Restaurant,1920,4284,Commercial,1,NA,NCC
10380,590029000,Market,1920,480,Commercial,2,NA,R-1S
10954,590053BO0,Governmental Bldg.,1950,318,Commercial,2,NA,R-1S
11314,590083000,Convenience Market,1948,1578,Commercial,1,NA,R-1S
11752,590142000,Recreational Enclosure,2000,429,Commercial,0,NA,R-1S
11629,590149000,Convenience Market,1947,NA,Commercial,1,NA,B-2
NA,590149200,Convenience Market,1980,2400,Commercial,1,NA,NA
11510,590152000,Office,1997,3344,Commercial,2,NA,B-2
10159,590221000,Convenience Market,1920,824,Commercial,1,NA,R-1S
10159,590221000,Convenience Market,1920,694,Commercial,1,NA,R-1S
10914,590246000,Church,1946,1680,Commercial,1,NA,R-1S
12135,600147000,Church,1960,4526,Commercial,1,NA,R-1S
12701,600226000,Church,1920,3707,Commercial,1,NA,R-1S
14319,600252100,Apartments 11-20 Units,2012,17187,Commercial,2,1,HW
14319,600252100,Apartments 11-20 Units,2012,6360,Commercial,2,1,HW
13268,600255000,Clubhouse,1970,638,Commercial,2,NA,R-1S
11678,610002000,Apartments over 20 units,1924,31616,Commercial,2,NA,M-I
11678,610002000,Apartments over 20 units,1924,13008,Commercial,2,NA,M-I
13081,610032000,Retail Store,1920,3124,Commercial,1,NA,HW
13081,610032000,Retail Store,1920,1703,Commercial,1,NA,HW
13301,610049300,Office Building,1991,1800,Commercial,2,NA,HW
13393,610049400,Office Building,1996,5700,Commercial,2,NA,HW
13393,610049400,Office Building,1996,3800,Commercial,2,NA,HW
13379,610049500,Office Building,1992,4180,Commercial,2,NA,HW
13379,610049500,Office Building,1992,2220,Commercial,2,NA,HW
13379,610049500,Office Building,1992,4760,Commercial,2,NA,HW
13379,610049500,Office Building,1992,1350,Commercial,2,NA,HW
13518,610049600,Office Building,1990,3300,Commercial,2,NA,HW
13518,610049600,Office Building,1990,10500,Commercial,2,NA,HW
13423,610049700,Office Building,1992,1400,Commercial,2,NA,HW
13423,610049700,Office Building,1992,3375,Commercial,2,NA,HW
13316,610049800,Office Building,1991,2080,Commercial,2,NA,HW
13065,610054100,Office Building,1990,884,Commercial,2,NA,HW
13065,610054100,Office Building,1990,1800,Commercial,2,NA,HW
13035,610055000,Commercial,1996,600,Commercial,2,NA,HW
13035,610055000,Commercial,1996,3900,Commercial,2,NA,HW
13046,610056000,Service Repair Garage,1973,6059,Commercial,1,NA,HW
13046,610056000,Service Repair Garage,1973,2700,Commercial,1,NA,HW
13169,610057000,Mini-Mart Convenience Store,1995,2325,Commercial,1,NA,HW
13154,610057200,Service Repair Garage,1977,900,Commercial,1,NA,HW
13227,610057600,Service Repair Garage,1963,648,Commercial,1,NA,HW
13227,610057600,Service Repair Garage,1963,2400,Commercial,1,NA,HW
14696,610057A00,Commercial,0,NA,Commercial,2,NA,HW
12468,610084400,Storage Warehouse,1958,2930,Commercial,1,NA,B-3
12206,610086000,Church,1982,2200,Commercial,1,NA,R-1S
12206,610086000,Church,1982,840,Commercial,1,NA,R-1S
13453,610098000,Storage Warehouse,1949,3307,Commercial,1,NA,HW
13532,610102000,Storage Warehouse,1973,2784,Commercial,1,NA,HW
13531,610107000,Multiple Commercial Use,1950,2627,Commercial,2,NA,HW
NA,320197000,Commercial,1936,5955,Commercial,2,NA,NA
1056,010001600,Multipurpose Bldg (College),1920,3672,Residential,2,NA,URB
1492,010005000,Vacant Land,NA,NA,Residential,0,NA,R-1U
1511,010006000,Single Family,1940,3486,Residential,1,NA,R-1U
1557,010007000,Single Family,1939,5686,Residential,1,NA,R-1U
1600,010008000,Vacant Land,NA,NA,Residential,0,NA,R-1U
1623,010009000,Single Family,1939,3761,Residential,1,NA,R-1U
1737,010010000,Single Family,1950,1804,Residential,1,NA,R-1U
1700,010011000,Single Family,1954,4311,Residential,1,NA,R-1U
1674,010012000,Single Family,1952,2487,Residential,1,NA,R-1U
1640,010014000,Single Family,1941,2925,Residential,1,NA,R-1U
1616,010015000,Single Family,1952,3300,Residential,1,NA,R-1U
1584,010016000,Single Family,1940,2326,Residential,1,NA,R-1U
1605,010017000,Single Family-1 Conversion,1958,3775,Residential,1,NA,R-1U
1547,010017100,Single Family-2 Conversion,1958,3219,Residential,2,NA,R-1U
1642,010019000,Single Family,2002,2080,Residential,1,NA,R-1U
1651,010020000,Single Family,1951,4270,Residential,1,NA,R-1U
1683,010021000,Single Family,1950,2818,Residential,1,NA,R-1U
1711,010022000,Single Family,1970,3628,Residential,1,NA,R-1U
1740,010023000,Single Family,1950,2357,Residential,1,NA,R-1U
1770,010024000,Single Family,1947,2831,Residential,1,NA,R-1U
15104,010024A00,Single Family,2002,3783,Residential,1,NA,R-1U
1809,010026000,Single Family,1951,558,Residential,1,NA,R-1U
1809,010026000,Single Family,1951,3331,Residential,1,NA,R-1U
1850,010027000,Single Family,1953,2177,Residential,1,NA,R-1U
1823,010028000,Single Family,1953,2625,Residential,1,NA,R-1U
1790,010029000,Single Family,1953,2948,Residential,1,NA,R-1U
1766,010030000,Single Family,1953,2804,Residential,1,NA,R-1U
1736,010030100,Single Family,1954,3026,Residential,1,NA,R-1U
1706,010031000,Single Family,1952,2584,Residential,1,NA,R-1U
1678,010032000,Single Family,1952,3932,Residential,1,NA,R-1U
1708,010033000,Single Family-1 Conversion,1954,1747,Residential,1,NA,R-1U
1730,010034000,Single Family,1952,2838,Residential,1,NA,R-1U
1754,010035000,Single Family,1953,2271,Residential,1,NA,R-1U
1783,010036000,Single Family,1958,3277,Residential,1,NA,R-1U
1805,010037000,Single Family,1953,4195,Residential,1,NA,R-1U
1833,010038000,Single Family,1952,4650,Residential,1,NA,R-1U
1866,010039000,Single Family,1953,2346,Residential,1,NA,R-1U
1902,010040000,Single Family,1953,1596,Residential,1,NA,R-1U
1881,010041000,Single Family,2005,4312,Residential,1,NA,R-1U
1985,010042000,Single Family,1948,4541,Residential,1,NA,R-1U
1918,010043000,Single Family,1954,1231,Residential,1,NA,R-1U
1944,010044000,Single Family,1945,3783,Residential,1,NA,R-1U
1925,010045000,Single Family,1936,3503,Residential,1,NA,R-1U
1863,010046000,Single Family,1939,2611,Residential,1,NA,R-1U
1760,010047000,Single Family,1946,3226,Residential,1,NA,R-1U
1802,010048100,Vacant Land,NA,NA,Residential,0,NA,ES
1779,010049000,Vacant Land,NA,NA,Residential,0,NA,ES
1793,010049100,Vacant Land,NA,NA,Residential,0,NA,ES
1669,020001000,Vacant Land,NA,NA,Residential,0,NA,R-1U
1689,020002000,Vacant Land,NA,NA,Residential,0,NA,R-1U
1689,020002000,Vacant Land,0,600,Residential,0,NA,R-1U
1704,020003000,Single Family,1932,2733,Residential,1,NA,R-1U
1704,020003000,Single Family,1933,308,Residential,1,NA,R-1U
1742,020004000,Single Family,1954,1586,Residential,1,NA,R-1U
1771,020005000,Single Family,1954,3556,Residential,1,NA,R-1U
1852,020006000,Single Family,1956,2649,Residential,1,NA,R-1U
1860,020006100,Single Family,1956,2786,Residential,1,NA,R-1U
1838,020006200,Single Family,1957,2982,Residential,1,NA,R-1U
1801,020006300,Single Family,1954,2967,Residential,1,NA,R-1U
1806,020007000,Single Family-1 Conversion,1956,3167,Residential,1,NA,R-1U
1813,020008000,Single Family-1 Conversion,1953,1190,Residential,1,NA,R-1U
1822,020009000,Single Family,1957,1292,Residential,1,NA,R-1U
1864,020010000,Single Family-2 Conversion,1951,1867,Residential,2,NA,R-1U
1937,020012000,Single Family-1 Conversion,1950,1465,Residential,1,NA,R-1U
1911,020013000,Single Family-1 Conversion,1952,1561,Residential,1,NA,R-1U
1849,020014000,Single Family-1 Conversion,1955,1487,Residential,1,NA,R-1U
1873,020015000,Single Family-1 Conversion,1952,1527,Residential,1,NA,R-1U
1908,020016000,Single Family,1979,2382,Residential,1,NA,R-1U
1978,020016100,Single Family,1979,1755,Residential,1,NA,R-1U
1936,020016200,Single Family,2014,2074,Residential,1,NA,R-1U
1996,020017000,Single Family,1951,2223,Residential,1,NA,R-1U
2010,020019000,Single Family,1925,5254,Residential,1,NA,R-1U
13876,020019100,Single Family,1990,3315,Residential,1,NA,R-1U
1968,020020000,Single Family,1952,4138,Residential,1,NA,R-1U
1910,020021000,Single Family,1971,3550,Residential,1,NA,R-1U
2029,020022000,Single Family,1969,2751,Residential,1,NA,R-1U
13972,020023000,Single Family,1953,4666,Residential,1,NA,R-1U
2017,020023100,Single Family,1964,5634,Residential,1,NA,R-1U
13974,020023A00,Single Family,2000,3280,Residential,1,NA,R-1U
1846,020024000,Single Family,1940,3854,Residential,1,NA,R-1U
17099,020025000,Single Family,1939,3108,Residential,1,NA,R-1U
NA,020025A00,Vacant Land,NA,NA,Residential,0,NA,NA
1780,020026000,Single Family,1940,3325,Residential,1,NA,R-1U
1856,020027000,Single Family,1950,3334,Residential,1,NA,R-1U
1899,020028000,Duplex,1951,3568,Residential,1,NA,R-1U
1951,020029000,Single Family,1951,3814,Residential,1,NA,R-1U
1938,020031000,Single Family,1953,4568,Residential,1,NA,R-1U
1894,020032000,Single Family,1956,3615,Residential,1,NA,R-1U
1939,020033000,Duplex,1953,2814,Residential,1,NA,R-1U
2001,020034000,Single Family,1949,2487,Residential,1,NA,R-1U
2026,020035000,Single Family,1951,1264,Residential,1,NA,R-1U
2060,020036000,Single Family-1 Conversion,1951,2523,Residential,1,NA,R-1U
1987,020037000,Single Family-1 Conversion,1953,5051,Residential,1,NA,R-1U
2024,020038000,Single Family,1953,2957,Residential,1,NA,R-1U
2093,020039000,Single Family-1 Conversion,1954,3018,Residential,1,NA,R-1U
2115,020040000,Single Family,1947,1520,Residential,1,NA,R-1U
2127,020041000,Single Family,1952,1605,Residential,1,NA,R-1U
2049,020042000,Single Family,1952,1574,Residential,1,NA,R-1U
2065,020043000,Single Family,1953,2236,Residential,1,NA,R-1U
2055,020044000,Single Family,1952,1319,Residential,1,NA,R-1U
2085,020045000,Single Family-1 Conversion,1954,2136,Residential,1,NA,R-1U
2120,020046000,Single Family,1954,2082,Residential,1,NA,R-1U
2170,020047000,Single Family,1960,3337,Residential,1,NA,R-1U
2209,020048000,Single Family,1954,3320,Residential,1,NA,R-1U
2284,020049000,Single Family,1952,2475,Residential,1,NA,R-1U
2202,020050000,Single Family,1954,3402,Residential,1,NA,R-1U
2247,020050100,Single Family,1955,2779,Residential,1,NA,R-1U
2158,020051000,Single Family,1951,2590,Residential,1,NA,R-1U
2123,020052000,Single Family,1954,2044,Residential,1,NA,R-1U
2123,020052000,Single Family,1980,1188,Residential,1,NA,R-1U
2076,020053000,Single Family,1959,3142,Residential,1,NA,R-1U
2322,020054000,Single Family,1981,1361,Residential,1,NA,R-1U
2354,020054100,Single Family,1968,1325,Residential,1,NA,R-1U
2293,020054200,Single Family,1979,2686,Residential,1,NA,R-1U
2257,020054300,Single Family,1890,3512,Residential,1,NA,R-1UH
2219,020054400,Single Family,1870,1613,Residential,1,NA,R-1UH
2177,020054500,Single Family,2010,2865,Residential,1,NA,R-1U
2128,020054600,Single Family,1975,2309,Residential,1,NA,R-1U
2355,020055100,Single Family,1973,2313,Residential,1,NA,R-1U
2184,020055101,Single Family,1975,2605,Residential,1,NA,R-1U
2227,020055110,Single Family-2 Conversion,1930,2134,Residential,2,NA,R-1U
2419,020055200,Single Family,1967,3454,Residential,1,NA,R-1U
2451,020055300,Single Family,1975,2268,Residential,1,NA,R-1U
2405,020055400,Single Family,1975,1902,Residential,1,NA,R-1U
2359,020055500,Single Family,1975,2054,Residential,1,NA,R-1U
2310,020055600,Single Family,1975,2268,Residential,1,NA,R-1U
2260,020055700,Vacant Land,NA,NA,Residential,0,NA,R-1U
2231,020055800,Single Family,1967,4421,Residential,1,NA,R-1U
2207,020055900,Vacant Land,NA,NA,Residential,0,NA,R-1U
2521,020056000,Single Family,1951,3520,Residential,1,NA,R-1U
2469,020057000,Single Family,1948,2426,Residential,1,NA,R-1U
2434,020058000,Single Family,1951,2280,Residential,1,NA,R-1U
2385,020059000,Single Family,1952,1783,Residential,1,NA,R-1U
2352,020060000,Single Family-1 Conversion,1955,2980,Residential,1,NA,R-1U
2290,020061000,Single Family-1 Conversion,1952,3762,Residential,1,NA,R-1U
2241,020062000,Single Family,1952,2898,Residential,1,NA,R-1U
2199,020063000,Single Family,1953,4988,Residential,1,NA,R-1U
2162,020064000,Single Family,1953,3004,Residential,1,NA,R-1U
2117,020065000,Single Family,1952,2758,Residential,1,NA,R-1U
2078,020066000,Single Family,1952,1909,Residential,1,NA,R-1U
2137,020068000,Single Family,1928,5563,Residential,1,NA,R-1U
2232,020068100,Vacant Land,NA,NA,Residential,0,NA,R-1U
2274,020069000,Single Family,1930,4767,Residential,1,NA,R-1U
2312,020070000,Single Family-1 Conversion,1945,892,Residential,1,NA,R-1U
2312,020070000,Single Family-1 Conversion,1929,6285,Residential,1,NA,R-1U
2350,020071000,Vacant Land,NA,NA,Residential,0,NA,R-1U
2406,020072000,Single Family,1930,3204,Residential,1,NA,R-1U
2441,020073000,Single Family,1930,2811,Residential,1,NA,R-1U
2472,020074000,Single Family,1939,3941,Residential,1,NA,R-1U
2520,020075000,Single Family,1947,2616,Residential,1,NA,R-1U
2556,020076000,Single Family,1951,1319,Residential,1,NA,R-1U
2598,020077000,Single Family,1951,3412,Residential,1,NA,R-1U
2059,030001000,Single Family,1910,2855,Residential,1,NA,R-1
2108,030002000,Single Family,1930,2632,Residential,1,NA,R-1
2074,030003000,Single Family,1925,2375,Residential,1,NA,R-1
2124,030004000,Single Family,1925,2428,Residential,1,NA,R-1
2075,030005000,Single Family,1939,1738,Residential,1,NA,R-1
2101,030006000,Single Family,1956,2652,Residential,1,NA,R-1
2087,030006100,Single Family-1 Conversion,1928,1208,Residential,1,NA,R-1
2087,030006100,Single Family-1 Conversion,1927,3908,Residential,1,NA,R-1
2116,030007000,Single Family,1947,1023,Residential,1,NA,R-1
2168,030008000,Single Family,1947,1623,Residential,1,NA,R-1
2138,030009000,Single Family,1950,1650,Residential,1,NA,R-1
2142,030010000,Single Family-1 Conversion,1935,2828,Residential,1,NA,R-1
2154,030011000,Single Family,1948,1647,Residential,1,NA,R-1
2163,030012000,Single Family-1 Conversion,1955,3414,Residential,1,NA,R-1
2169,030013000,Single Family,1949,912,Residential,1,NA,R-1
2175,030014000,Single Family,1948,2915,Residential,1,NA,R-1
2182,030015000,Single Family,1948,1580,Residential,1,NA,R-1
2191,030016000,Single Family,1951,4111,Residential,1,NA,R-1
2201,030018000,Single Family,1953,1097,Residential,1,NA,R-1
